"ausfall";"betrag";"zins";"bonitaet";"alter";"wohnen";"arbeit";"einkommen"
"nein";9200;12,61;"C";25;"Grundschuld";2;154
"nein";15675;6,54;"A";24;"Miete";1;63
"nein";6500;6,17;"A";25;"Eigentum";4;60
"nein";25000;10,36;"B";23;"Grundschuld";12;85
"nein";10000;6,54;"A";23;"Miete";3;83
"nein";4000;5,79;"A";26;"Grundschuld";2;75
"nein";2000;6,54;"A";27;"Miete";2;26,4
"nein";10000;13,35;"C";24;"Miete";1;54
"nein";6000;10,36;"B";32;"Miete";0;60
"nein";11000;6,91;"A";29;"Grundschuld";0;126
"nein";11000;5,79;"A";22;"Miete";3;39,996
"ja";15000;6,91;"A";25;"Grundschuld";3;98,004
"nein";11500;6,91;"A";27;"Grundschuld";5;72
"nein";12000;9,62;"B";24;"Grundschuld";12;99,75
"nein";10000;14,83;"D";26;"Grundschuld";7;78,652
"nein";10800;6,17;"A";26;"Miete";0;45
"ja";7750;9,99;"B";22;"Grundschuld";2;36
"nein";2600;9,25;"B";30;"Miete";2;37
"nein";6000;5,79;"A";22;"Grundschuld";6;51
"ja";3000;12,23;"C";22;"Miete";7;55
"nein";4200;13,72;"C";34;"Grundschuld";0;31
"nein";12000;6,17;"A";33;"Eigentum";4;81
"nein";15000;6,91;"A";30;"Grundschuld";8;62,5
"nein";24000;9,25;"B";35;"Miete";6;105
"nein";15800;13,72;"C";23;"Grundschuld";10;36
"nein";3100;13,35;"C";30;"Miete";0;31,2
"nein";2100;14,83;"D";22;"Miete";0;14,4
"nein";5500;6,54;"A";39;"Miete";5;50
"nein";7000;6,17;"A";29;"Miete";6;50,4
"nein";10000;6,17;"A";23;"Miete";5;85
"nein";10000;9,62;"B";25;"Miete";5;80,004
"nein";20000;6,91;"A";38;"Miete";5;110
"nein";18200;8,88;"B";24;"Miete";4;36
"nein";7000;9,25;"B";22;"Grundschuld";4;50
"nein";20000;6,54;"A";27;"Miete";1;120
"nein";5000;13,35;"C";43;"Eigentum";3;50
"nein";15000;8,88;"B";43;"Grundschuld";5;43
"nein";6000;12,98;"C";22;"Miete";11;54
"nein";6000;8,88;"B";25;"Miete";1;46,5
"nein";3600;12,23;"C";29;"Miete";0;40
"nein";13800;6,91;"A";28;"Grundschuld";4;43
"nein";6000;5,79;"A";29;"Miete";5;29,496
"nein";7500;13,72;"C";23;"Grundschuld";8;110
"nein";2600;9,25;"B";27;"Grundschuld";2;72
"nein";1500;12,98;"C";42;"Miete";4;30,132
"ja";4500;9,99;"B";27;"Grundschuld";3;38
"nein";2000;12,61;"C";22;"Grundschuld";9;60
"nein";21250;6,91;"A";25;"Miete";30;51,06
"ja";12000;9,99;"B";24;"Miete";6;58,26
"nein";15000;6,54;"A";25;"Grundschuld";3;150
"nein";12000;9,99;"B";35;"Miete";0;93
"ja";2000;12,61;"C";21;"Miete";0;33
"ja";5000;8,88;"B";53;"Miete";6;304,8
"nein";15000;9,62;"B";26;"Miete";2;29,04
"nein";22000;6,17;"A";40;"Grundschuld";9;90,996
"nein";25000;9,99;"B";38;"Grundschuld";0;140
"nein";5000;8,88;"B";28;"Miete";2;72,467
"ja";10000;9,99;"B";24;"Grundschuld";4;73,524
"nein";4800;10,36;"B";29;"Grundschuld";5;37
"nein";12400;9,99;"B";31;"Grundschuld";4;80
"ja";15000;6,54;"A";30;"Grundschuld";18;126
"nein";5000;6,54;"A";25;"Grundschuld";4;33,316
"nein";2000;12,61;"C";22;"Grundschuld";24;30
"nein";7000;8,88;"B";34;"Miete";4;55
"nein";13200;12,23;"C";25;"Miete";4;76
"nein";1925;6,17;"A";25;"Miete";4;42
"nein";15000;6,91;"A";27;"Miete";0;40
"nein";15600;6,17;"A";26;"Grundschuld";0;110
"nein";5250;5,79;"A";28;"Eigentum";12;78
"nein";9000;5,42;"A";32;"Grundschuld";12;95
"nein";15000;15,95;"E";22;"Grundschuld";2;105
"nein";1600;14,09;"D";32;"Miete";5;42
"nein";9000;6,91;"A";26;"Grundschuld";6;60
"nein";6000;14,09;"D";48;"Miete";2;55
"nein";24000;20,03;"G";23;"Miete";2;147
"nein";10000;6,91;"A";37;"Miete";0;44
"nein";16750;14,09;"D";35;"Miete";4;39,996
"ja";5000;12,61;"C";30;"Grundschuld";3;60
"nein";25000;9,99;"B";32;"Miete";2;90
"nein";10750;6,17;"A";30;"Grundschuld";4;80
"nein";15000;6,17;"A";24;"Miete";4;60
"nein";7000;13,35;"C";28;"Eigentum";5;34
"nein";15000;14,83;"D";45;"Miete";12;88
"nein";22000;14,09;"D";28;"Eigentum";1;60
"nein";10000;9,62;"B";34;"Miete";1;60
"nein";8000;13,72;"C";29;"Grundschuld";22;55
"nein";20000;17,06;"E";29;"Miete";2;111,855
"nein";5000;13,72;"C";27;"Miete";0;30
"nein";3125;12,61;"C";23;"Miete";3;20,4
"nein";21000;6,54;"A";26;"Miete";3;40
"nein";15000;6,91;"A";23;"Miete";5;48
"nein";20000;6,54;"A";21;"Grundschuld";0;192
"nein";8000;5,79;"A";23;"Grundschuld";19;113
"nein";8400;6,17;"A";23;"Miete";2;52
"nein";2000;13,35;"C";27;"Eigentum";4;44
"ja";4500;12,61;"C";29;"Miete";3;55,362
"nein";3375;14,83;"D";28;"Grundschuld";13;45
"nein";25000;9,99;"B";33;"Miete";11;48
"nein";20000;6,17;"A";33;"Grundschuld";15;97
"nein";12000;6,91;"A";46;"Grundschuld";8;40
"nein";9000;5,79;"A";32;"Miete";4;53
"nein";3000;5,79;"A";30;"Miete";13;80
"nein";12000;12,23;"C";26;"Miete";7;62,5
"nein";2250;10,36;"B";27;"Eigentum";2;70
"nein";5000;13,72;"C";25;"Miete";2;39,996
"nein";6400;15,95;"E";22;"Miete";4;35
"nein";2400;13,72;"C";24;"Miete";2;30
"nein";15000;8,88;"B";26;"Miete";3;45
"ja";15000;8,88;"B";32;"Miete";6;87
"nein";10800;10,36;"B";30;"Grundschuld";2;78
"nein";10000;14,46;"D";29;"Eigentum";0;43,68
"nein";12250;6,54;"A";46;"Grundschuld";7;45
"nein";13000;8,88;"B";22;"Eigentum";2;24,996
"nein";1000;10,36;"B";23;"Grundschuld";20;73,164
"nein";8400;13,72;"C";25;"Miete";0;55
"ja";5500;10,36;"B";22;"Miete";5;12
"nein";3000;15,2;"D";23;"Miete";3;30
"ja";8000;12,61;"C";26;"Miete";0;96
"nein";2700;12,61;"C";33;"Miete";0;18
"nein";21000;6,17;"A";22;"Grundschuld";16;88,2
"nein";12000;6,17;"A";26;"Grundschuld";2;51
"nein";4800;6,17;"A";25;"Eigentum";8;82,72968
"ja";2500;5,79;"A";30;"Miete";8;40
"nein";13000;6,91;"A";24;"Grundschuld";5;37,2
"nein";20000;6,91;"A";26;"Miete";5;75
"nein";11500;5,42;"A";24;"Grundschuld";9;75
"nein";14000;12,61;"C";24;"Miete";2;56,004
"nein";4000;14,46;"D";23;"Miete";3;80
"nein";5000;9,99;"B";25;"Miete";2;110
"nein";2500;9,25;"B";26;"Grundschuld";15;35
"nein";17000;12,98;"C";25;"Miete";24;52
"nein";18000;6,17;"A";29;"Grundschuld";14;106,369
"nein";20000;6,91;"A";24;"Grundschuld";12;112
"nein";6000;5,42;"A";24;"Grundschuld";15;55
"nein";8500;5,42;"A";27;"Eigentum";0;24
"nein";5000;5,79;"A";32;"Grundschuld";0;54
"nein";25000;14,46;"D";22;"Grundschuld";5;98
"nein";5000;14,83;"D";28;"Miete";2;26,496
"nein";6000;14,09;"D";23;"Miete";12;45
"nein";15000;9,62;"B";32;"Miete";1;37
"ja";6000;13,35;"C";25;"Miete";0;22,8
"nein";5000;5,42;"A";23;"Grundschuld";2;90
"nein";7000;9,25;"B";25;"Miete";0;60
"nein";16000;8,88;"B";27;"Miete";13;90
"nein";15000;6,54;"A";24;"Grundschuld";18;66
"nein";7500;12,61;"C";31;"Miete";4;54,2
"nein";4800;13,72;"C";26;"Miete";0;65
"nein";10000;10,36;"B";22;"Grundschuld";3;70
"nein";12325;6,54;"A";33;"Miete";10;36
"nein";2500;8,88;"B";21;"Miete";4;10,8
"nein";16000;16,69;"E";24;"Miete";3;135
"nein";8500;6,54;"A";22;"Eigentum";3;21,6
"nein";8000;9,25;"B";23;"Miete";4;55
"nein";4000;9,99;"B";32;"Miete";2;40
"nein";15000;6,54;"A";22;"Grundschuld";3;37
"nein";12000;13,72;"C";22;"Miete";2;30
"nein";12000;6,54;"A";31;"Grundschuld";3;56
"nein";22000;14,09;"D";27;"Grundschuld";0;65
"nein";16000;6,17;"A";34;"Miete";0;101
"nein";5600;5,42;"A";24;"Grundschuld";3;39
"nein";8000;12,23;"C";25;"Miete";9;53
"ja";24000;17,8;"F";29;"Miete";3;350
"nein";15000;5,79;"A";27;"Miete";11;33,6
"nein";10000;6,54;"A";27;"Miete";8;98,004
"nein";1500;10,36;"B";25;"Miete";2;48
"nein";10000;6,54;"A";27;"Grundschuld";1;129,7
"nein";10000;15,2;"D";27;"Miete";22;80,004
"nein";8000;6,54;"A";26;"Miete";6;100
"nein";1300;5,79;"A";27;"Grundschuld";8;70
"nein";10000;13,35;"C";33;"Grundschuld";4;43
"nein";20000;6,91;"A";28;"Grundschuld";11;90,7
"nein";5000;13,35;"C";31;"Miete";2;45
"nein";14500;6,54;"A";35;"Grundschuld";3;90
"ja";5000;6,91;"A";32;"Miete";2;42,5
"nein";13000;12,61;"C";31;"Grundschuld";6;100
"nein";6000;5,79;"A";26;"Miete";3;45
"nein";20000;6,17;"A";30;"Eigentum";11;60
"ja";3500;13,35;"C";23;"Grundschuld";13;41,941
"nein";15000;5,79;"A";27;"Grundschuld";5;130
"nein";12000;14,09;"D";22;"Grundschuld";18;50,4
"nein";6000;6,54;"A";31;"Miete";0;53,088
"nein";20000;14,09;"D";25;"Grundschuld";4;75
"nein";20000;13,72;"C";26;"Grundschuld";9;110
"nein";5000;5,79;"A";24;"Eigentum";4;60
"nein";6500;13,35;"C";37;"Grundschuld";11;174,996
"nein";10000;6,17;"A";24;"Miete";6;68,75
"nein";1000;6,54;"A";27;"Grundschuld";35;70
"nein";8000;5,79;"A";22;"Grundschuld";1;61
"nein";8000;6,54;"A";39;"Miete";0;75
"nein";1500;12,61;"C";21;"Miete";6;18
"nein";12000;6,91;"A";43;"Miete";0;45
"nein";6400;9,62;"B";22;"Eigentum";0;53,947
"nein";19000;14,09;"D";28;"Miete";5;58
"nein";2275;6,17;"A";34;"Grundschuld";12;32
"nein";10000;8,88;"B";29;"Miete";13;96,5
"ja";25000;15,57;"D";24;"Grundschuld";4;75
"nein";23700;6,17;"A";27;"Grundschuld";18;77,065
"nein";7500;5,79;"A";33;"Grundschuld";11;99,3
"nein";10000;5,42;"A";26;"Grundschuld";2;120
"nein";25000;10,36;"B";23;"Miete";3;74
"nein";9250;5,79;"A";23;"Grundschuld";3;67
"nein";25000;9,99;"B";25;"Miete";0;145
"nein";10000;5,79;"A";29;"Eigentum";11;24
"nein";4000;9,25;"B";27;"Miete";2;64,2
"nein";5000;10,36;"B";36;"Miete";1;24
"ja";3000;10,36;"B";23;"Miete";12;64,8
"nein";3000;14,09;"D";40;"Miete";2;21,6
"nein";1600;9,99;"B";40;"Eigentum";18;28
"nein";6000;12,23;"C";34;"Grundschuld";31;109,2
"nein";12000;13,35;"C";28;"Miete";0;52
"nein";4800;9,25;"B";26;"Miete";3;45,24312
"ja";12000;14,09;"D";27;"Miete";2;42
"nein";10000;9,99;"B";23;"Miete";1;70
"nein";6000;12,61;"C";36;"Miete";3;38,16
"ja";25000;14,83;"D";21;"Grundschuld";1;100
"nein";5000;5,42;"A";40;"Grundschuld";19;54
"nein";4000;9,25;"B";22;"Grundschuld";4;26
"nein";16000;6,17;"A";24;"Eigentum";0;80
"nein";25000;9,62;"B";24;"Grundschuld";12;70
"nein";7000;9,99;"B";22;"Miete";0;66
"nein";6000;12,98;"C";22;"Miete";3;28
"nein";1500;6,54;"A";25;"Grundschuld";5;75
"nein";8000;9,25;"B";24;"Miete";24;30
"nein";7000;5,42;"A";24;"Miete";5;45
"ja";9000;10,36;"B";29;"Grundschuld";15;36
"nein";15000;14,83;"D";23;"Miete";8;54,996
"nein";15000;6,54;"A";33;"Grundschuld";5;55
"nein";1500;9,62;"B";23;"Miete";18;54
"nein";10000;5,79;"A";25;"Miete";1;52
"ja";6925;9,62;"B";22;"Miete";0;78
"nein";8400;13,72;"C";24;"Grundschuld";12;120
"nein";5000;6,54;"A";25;"Miete";4;36,48
"nein";6000;6,91;"A";30;"Miete";5;33,6
"nein";3600;5,79;"A";23;"Grundschuld";4;121
"nein";20000;6,91;"A";22;"Grundschuld";4;59
"ja";3500;13,72;"C";32;"Grundschuld";0;65
"nein";10800;9,99;"B";22;"Grundschuld";7;61,402
"nein";10000;6,17;"A";29;"Grundschuld";5;72
"nein";20000;6,54;"A";34;"Grundschuld";13;70
"nein";22000;6,91;"A";29;"Grundschuld";8;91,56
"nein";8500;6,54;"A";26;"Grundschuld";6;70,8
"nein";6400;5,42;"A";31;"Eigentum";3;20
"nein";19000;14,83;"D";31;"Miete";6;51,5
"nein";2500;12,98;"C";25;"Miete";8;24,996
"nein";12000;12,23;"C";25;"Miete";8;110
"nein";15000;6,54;"A";30;"Grundschuld";15;59,5
"nein";10000;10,36;"B";23;"Grundschuld";2;46
"ja";5000;6,17;"A";37;"Miete";17;60
"nein";10000;6,17;"A";22;"Miete";8;42
"nein";7750;6,91;"A";24;"Eigentum";3;20,352
"nein";14000;12,23;"C";22;"Miete";7;32
"nein";20000;6,91;"A";22;"Miete";2;70
"nein";15000;6,54;"A";28;"Grundschuld";8;110
"nein";25000;15,95;"E";36;"Grundschuld";2;250
"ja";4500;12,98;"C";34;"Grundschuld";8;50
"nein";7200;6,17;"A";56;"Grundschuld";0;90
"nein";15000;6,17;"A";25;"Eigentum";2;100
"nein";12000;9,62;"B";24;"Grundschuld";8;60
"nein";15200;15,95;"E";32;"Grundschuld";25;123
"nein";8300;5,42;"A";29;"Eigentum";7;21,996
"nein";8000;9,25;"B";24;"Miete";0;42
"nein";4800;5,79;"A";29;"Grundschuld";3;100
"nein";3600;6,91;"A";25;"Miete";2;60,9
"nein";3850;9,62;"B";31;"Miete";2;49
"nein";11000;5,42;"A";22;"Grundschuld";7;43,2
"nein";4000;16,32;"E";24;"Miete";3;15,6
"nein";1000;10,36;"B";23;"Miete";2;33,6
"nein";15000;6,91;"A";29;"Miete";3;120
"nein";2250;8,88;"B";30;"Miete";0;42
"nein";10000;10,36;"B";32;"Grundschuld";13;82
"nein";7500;5,79;"A";22;"Eigentum";3;20
"nein";12500;6,91;"A";22;"Miete";1;65
"nein";16000;6,91;"A";24;"Miete";0;85
"nein";5000;10,36;"B";31;"Miete";2;36
"nein";2000;6,91;"A";25;"Miete";12;58,02
"nein";1800;6,17;"A";22;"Grundschuld";2;36
"nein";3000;9,25;"B";32;"Grundschuld";7;90
"nein";25000;9,99;"B";22;"Grundschuld";3;137
"nein";4800;13,35;"C";27;"Miete";3;60
"nein";3000;12,23;"C";47;"Miete";6;30
"nein";9600;9,99;"B";37;"Miete";4;54,696
"nein";25000;14,09;"D";21;"Grundschuld";11;58,8
"nein";4000;6,54;"A";25;"Grundschuld";6;85
"nein";6000;5,79;"A";21;"Eigentum";15;26
"nein";2000;9,25;"B";25;"Miete";2;42
"nein";23000;6,91;"A";34;"Grundschuld";1;160
"nein";3500;12,61;"C";26;"Miete";2;42,5
"nein";1600;13,72;"C";34;"Eigentum";0;16,8
"nein";12000;5,79;"A";25;"Grundschuld";7;145
"nein";2000;6,54;"A";21;"Grundschuld";12;72
"nein";15000;5,79;"A";25;"Grundschuld";6;45,6
"nein";12000;5,79;"A";22;"Miete";7;90
"nein";5000;5,79;"A";28;"Grundschuld";0;86,4
"nein";16000;5,79;"A";26;"Grundschuld";0;96
"nein";2400;9,62;"B";30;"Miete";4;52,8
"nein";10000;6,17;"A";27;"Grundschuld";3;118
"nein";9600;5,42;"A";26;"Grundschuld";16;75
"nein";20000;6,17;"A";33;"Grundschuld";26;117
"nein";12000;6,91;"A";25;"Grundschuld";0;80
"nein";15000;15,57;"D";25;"Miete";18;49
"nein";6000;5,79;"A";23;"Miete";3;40
"nein";10800;6,91;"A";22;"Grundschuld";15;72
"nein";5000;9,25;"B";24;"Grundschuld";4;72
"nein";12000;6,91;"A";23;"Miete";0;62,4
"nein";7000;6,54;"A";24;"Miete";3;47
"nein";12000;6,54;"A";37;"Miete";6;59,448
"nein";5000;5,79;"A";32;"Grundschuld";3;45
"nein";15000;6,54;"A";23;"Grundschuld";13;97,781
"nein";8000;12,23;"C";21;"Grundschuld";16;60
"nein";6000;13,35;"C";33;"Miete";3;55
"nein";4800;13,35;"C";24;"Miete";0;30
"nein";12000;6,91;"A";26;"Miete";3;82,7
"nein";9600;6,91;"A";33;"Grundschuld";14;140
"nein";8000;10,36;"B";25;"Miete";0;95
"nein";3000;8,88;"B";32;"Grundschuld";13;56
"nein";11500;14,09;"D";39;"Miete";4;41,725
"nein";5000;6,91;"A";31;"Miete";0;50
"nein";3000;6,91;"A";28;"Miete";3;28
"nein";6000;9,99;"B";25;"Miete";3;74,5
"nein";4500;5,42;"A";22;"Grundschuld";13;63
"ja";25000;14,46;"D";29;"Miete";9;100
"nein";25000;9,62;"B";29;"Grundschuld";3;445
"ja";6400;6,91;"A";21;"Grundschuld";5;45,6
"ja";1500;10,36;"B";39;"Miete";7;45
"nein";3500;9,62;"B";21;"Miete";0;35
"nein";10000;5,42;"A";25;"Grundschuld";3;42
"nein";5000;9,25;"B";24;"Miete";14;50
"nein";20000;8,88;"B";32;"Grundschuld";5;84,996
"nein";8500;14,83;"D";28;"Eigentum";3;50
"nein";7000;6,54;"A";24;"Miete";5;60
"nein";11000;6,54;"A";28;"Grundschuld";1;54
"nein";6000;6,17;"A";25;"Grundschuld";1;54
"nein";18000;5,79;"A";26;"Grundschuld";3;80
"nein";8200;6,91;"A";21;"Grundschuld";2;41
"nein";3000;10,36;"B";22;"Grundschuld";0;65
"nein";8500;14,09;"D";31;"Grundschuld";8;62,4
"nein";1500;8,88;"B";23;"Miete";6;35
"nein";10750;9,62;"B";26;"Grundschuld";25;52
"nein";6250;9,99;"B";28;"Grundschuld";1;54
"nein";24000;15,2;"D";35;"Miete";2;55
"nein";12000;14,83;"D";25;"Eigentum";3;40
"nein";15000;8,88;"B";25;"Miete";2;96
"nein";10000;6,54;"A";23;"Miete";7;52
"nein";12000;6,54;"A";22;"Grundschuld";3;78
"nein";3000;13,35;"C";29;"Grundschuld";11;112,5
"nein";7500;6,54;"A";23;"Miete";14;59
"nein";7500;9,99;"B";42;"Miete";1;35
"nein";8000;5,79;"A";22;"Grundschuld";6;35
"nein";15000;8,88;"B";28;"Grundschuld";12;140
"nein";8500;9,99;"B";26;"Miete";0;19,2
"nein";19000;13,72;"C";30;"Miete";21;35,576
"ja";3600;12,98;"C";25;"Grundschuld";4;65
"nein";5000;6,91;"A";23;"Miete";5;38,004
"ja";11000;5,79;"A";24;"Grundschuld";5;64,8
"nein";5000;12,98;"C";23;"Grundschuld";3;39
"nein";5000;6,17;"A";41;"Miete";18;45,6
"nein";7200;9,62;"B";26;"Grundschuld";4;108
"nein";10000;16,69;"E";35;"Grundschuld";4;82
"nein";7000;14,46;"D";21;"Miete";3;40
"nein";5000;14,09;"D";32;"Miete";5;45
"nein";10000;14,83;"D";27;"Grundschuld";16;97
"nein";9000;12,98;"C";27;"Miete";3;47
"nein";8000;13,35;"C";27;"Grundschuld";0;130
"nein";25000;15,2;"D";30;"Miete";9;75
"nein";10000;10,36;"B";24;"Grundschuld";6;71
"nein";20000;6,54;"A";22;"Grundschuld";21;81,5
"nein";12000;8,88;"B";24;"Miete";0;87
"nein";9600;5,42;"A";25;"Grundschuld";11;75
"nein";20500;6,91;"A";36;"Grundschuld";6;54,5
"nein";10000;16,32;"E";27;"Miete";3;160
"nein";4800;6,91;"A";24;"Grundschuld";14;36
"ja";25000;9,99;"B";21;"Grundschuld";17;65
"nein";25000;14,83;"D";31;"Grundschuld";1;300
"nein";10750;9,25;"B";22;"Grundschuld";16;82
"nein";10000;5,79;"A";21;"Eigentum";7;45,996
"nein";2000;12,61;"C";23;"Miete";0;24
"nein";4000;12,61;"C";27;"Miete";4;54
"nein";4800;12,98;"C";22;"Grundschuld";2;55
"nein";4000;8,88;"B";43;"Grundschuld";3;79
"nein";5000;6,91;"A";22;"Miete";9;55
"nein";2400;10,36;"B";25;"Miete";1;22,8
"nein";16000;9,25;"B";48;"Miete";5;71,004
"nein";10000;6,17;"A";23;"Miete";3;95
"nein";4000;10,36;"B";33;"Grundschuld";28;79,11204
"nein";6000;12,98;"C";25;"Grundschuld";9;76
"nein";22000;6,54;"A";26;"Miete";0;77
"ja";15000;6,54;"A";28;"Grundschuld";9;75
"nein";12000;6,54;"A";22;"Grundschuld";2;55
"nein";3000;6,17;"A";28;"Grundschuld";4;26,4
"nein";9400;6,91;"A";27;"Miete";2;31,2
"nein";8000;5,42;"A";24;"Grundschuld";13;31
"nein";3000;9,25;"B";39;"Miete";15;97
"nein";5600;6,54;"A";37;"Eigentum";24;39,96
"nein";6000;8,88;"B";29;"Miete";0;50
"nein";20500;9,25;"B";23;"Grundschuld";12;45,288
"nein";8525;6,54;"A";62;"Miete";2;51,6
"nein";5500;6,91;"A";27;"Miete";3;20,4
"nein";6000;5,42;"A";26;"Grundschuld";12;56
"nein";2400;10,36;"B";29;"Miete";0;23,52
"nein";8000;5,79;"A";24;"Grundschuld";2;82
"nein";20000;6,91;"A";25;"Grundschuld";3;79
"nein";12500;6,17;"A";27;"Grundschuld";4;117,832
"nein";8300;9,99;"B";23;"Miete";4;26
"nein";2500;9,62;"B";29;"Eigentum";9;25
"nein";15000;6,17;"A";30;"Miete";14;120
"ja";2050;8,88;"B";31;"Miete";1;30
"nein";5000;12,61;"C";22;"Grundschuld";5;45
"nein";18000;14,46;"D";30;"Miete";1;180
"nein";6350;5,79;"A";32;"Miete";3;38
"nein";5000;12,98;"C";35;"Miete";5;51
"nein";15000;5,79;"A";27;"Miete";7;70
"nein";7500;12,23;"C";40;"Grundschuld";6;75
"nein";7800;9,99;"B";21;"Grundschuld";16;60
"nein";15000;6,17;"A";24;"Grundschuld";24;77,237
"nein";25000;14,83;"D";32;"Grundschuld";8;300
"ja";9000;6,54;"A";29;"Miete";1;35
"nein";5000;6,17;"A";27;"Grundschuld";3;136
"nein";6000;5,79;"A";24;"Grundschuld";2;62,5
"nein";1000;9,99;"B";24;"Grundschuld";4;85
"nein";4200;15,95;"E";29;"Miete";6;54,996
"nein";1000;9,99;"B";29;"Miete";0;24
"nein";5850;15,2;"D";39;"Miete";14;23,5
"nein";5600;6,54;"A";21;"Miete";3;89,61
"nein";2200;5,79;"A";22;"Miete";3;55
"nein";5000;10,36;"B";32;"Miete";1;45
"nein";15000;6,54;"A";28;"Miete";6;72
"nein";10000;5,79;"A";23;"Miete";3;65
"ja";2900;9,62;"B";24;"Grundschuld";6;70,992
"nein";10000;9,62;"B";24;"Grundschuld";5;66,996
"nein";8000;12,61;"C";26;"Miete";3;30
"nein";4000;10,36;"B";22;"Grundschuld";16;40
"nein";18000;6,91;"A";36;"Grundschuld";8;45,6
"nein";24000;17,43;"E";31;"Miete";0;65,712
"ja";10800;12,23;"C";21;"Miete";2;33
"nein";16000;8,88;"B";22;"Miete";1;40
"ja";10000;14,83;"D";30;"Miete";5;72
"ja";9700;8,88;"B";27;"Miete";1;56,4
"nein";14000;6,91;"A";33;"Eigentum";2;40
"ja";15000;12,61;"C";21;"Miete";8;31,68
"nein";1800;12,61;"C";32;"Grundschuld";0;36
"nein";12000;6,54;"A";32;"Miete";1;33
"nein";7000;9,62;"B";31;"Miete";2;40
"nein";13000;6,54;"A";31;"Miete";16;27,6
"nein";7750;9,62;"B";26;"Miete";6;29,76
"nein";5000;5,79;"A";26;"Grundschuld";13;111
"nein";3000;6,54;"A";22;"Eigentum";0;74,004
"nein";17000;5,79;"A";23;"Grundschuld";0;100
"nein";4200;9,25;"B";22;"Grundschuld";5;38
"nein";6750;6,91;"A";37;"Miete";0;37,5
"nein";5000;8,88;"B";30;"Grundschuld";8;36
"nein";3600;9,99;"B";24;"Eigentum";2;35
"nein";10500;6,17;"A";31;"Miete";3;50
"nein";3000;10,36;"B";30;"Miete";2;48,996
"nein";13200;9,99;"B";22;"Grundschuld";18;54
"nein";3500;10,36;"B";36;"Miete";1;16,107
"nein";6000;6,54;"A";25;"Grundschuld";11;78,2
"nein";7000;6,91;"A";36;"Grundschuld";3;37
"nein";8000;14,46;"D";27;"Grundschuld";4;70
"nein";5000;12,61;"C";25;"Grundschuld";6;40
"nein";14000;5,79;"A";25;"Grundschuld";0;85
"nein";4800;15,95;"E";25;"Miete";0;36
"nein";12000;6,17;"A";24;"Eigentum";10;65
"nein";14400;12,23;"C";24;"Miete";5;70
"nein";8000;10,36;"B";25;"Miete";13;61,44
"nein";3300;6,17;"A";21;"Eigentum";34;19,2
"ja";12000;5,42;"A";22;"Grundschuld";43;35
"nein";3000;9,25;"B";23;"Miete";2;44
"nein";4500;6,54;"A";31;"Grundschuld";15;85
"nein";10000;9,99;"B";32;"Miete";0;100
"nein";9000;6,17;"A";22;"Grundschuld";8;200
"nein";3000;6,54;"A";28;"Eigentum";1;80
"nein";5000;13,72;"C";40;"Miete";1;76
"ja";10000;15,2;"D";23;"Miete";2;45
"nein";3000;5,79;"A";22;"Grundschuld";11;88,512
"nein";6400;10,36;"B";24;"Miete";0;39,5
"nein";9000;17,06;"E";23;"Miete";5;40
"nein";8000;6,91;"A";28;"Miete";5;25
"nein";24000;6,54;"A";25;"Miete";11;95
"nein";10000;6,17;"A";30;"Grundschuld";13;100
"nein";5500;13,72;"C";22;"Miete";0;26,4
"nein";8000;5,79;"A";30;"Miete";4;54,996
"nein";5000;9,25;"B";31;"Miete";1;28,8
"nein";15350;6,17;"A";26;"Grundschuld";21;75
"nein";6000;9,25;"B";22;"Grundschuld";8;90
"nein";2000;6,54;"A";22;"Grundschuld";14;60
"nein";11500;12,98;"C";41;"Miete";5;33,15
"nein";6800;6,17;"A";27;"Grundschuld";7;45
"nein";2500;6,91;"A";22;"Grundschuld";4;41,82
"nein";8500;5,79;"A";23;"Eigentum";12;90
"nein";5000;9,62;"B";27;"Miete";2;25
"ja";14000;9,99;"B";24;"Grundschuld";15;100,128
"nein";17500;14,09;"D";23;"Grundschuld";6;57
"nein";1000;16,32;"E";24;"Eigentum";4;22,32
"nein";10000;5,79;"A";37;"Grundschuld";14;52,188
"nein";3000;5,79;"A";26;"Miete";1;65
"nein";21250;6,91;"A";22;"Grundschuld";4;57,996
"nein";10000;6,54;"A";24;"Grundschuld";19;100
"nein";7000;6,54;"A";23;"Miete";0;75,8
"nein";1800;13,35;"C";21;"Miete";1;48
"nein";11475;13,72;"C";30;"Miete";17;65
"nein";14000;6,91;"A";50;"Miete";3;150
"nein";12000;6,91;"A";27;"Grundschuld";7;45
"nein";7200;12,23;"C";22;"Grundschuld";1;95
"nein";10000;5,42;"A";22;"Grundschuld";9;36
"nein";10000;5,79;"A";24;"Grundschuld";5;45
"nein";8500;13,35;"C";23;"Miete";6;65
"nein";10000;6,17;"A";36;"Eigentum";5;38,4
"nein";12500;9,99;"B";32;"Miete";0;130
"nein";16750;15,2;"D";51;"Grundschuld";5;55
"nein";15000;10,36;"B";38;"Grundschuld";5;65
"nein";15000;6,54;"A";24;"Miete";0;66,5
"nein";25000;9,62;"B";28;"Eigentum";4;95
"nein";4800;12,61;"C";28;"Miete";1;36
"nein";1900;5,79;"A";30;"Miete";17;45
"nein";10000;5,79;"A";23;"Miete";7;78
"nein";22750;14,46;"D";29;"Miete";1;52
